DBA_Name,Batch_ID,PL_Lambda_max,absorbance_peak,SO,T80,SO*T80,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19,O20
DB_05_A_020,,,,,,,4.158735528,4.538139124,4.749140686,4.952901816,5.057491344,5.064905348,5.247937022,5.263422124,5.75037837,5.757036096,5.840734994,5.880792932,5.941877878,6.201640774,6.269470232,6.346003086,6.45309701,6.530981246,6.633946636,6.64229049,0.012918398,0.064828771,0.057117501,0.076456779,0.008927954,0.574631741,0.119345993,0.067036193,0.617967817,0.02053876,0.116756379,0.143509648,0.079274608,0.031032679,0.030822667,0.018342161,0.137945655,0.024307757,0.009940991,0.066290484
DB_05_A_021,,,,,,,4.364691104,4.90849218,4.964369966,4.9852358,5.063975498,5.15911775,5.194613224,5.519502814,5.781038624,5.79773873,5.89010383,5.953383222,6.046430212,6.087951114,6.203388892,6.35980206,6.50591249,6.605852768,6.655953086,6.71506675,1.399678018,0.328077127,0.023143409,0.00992691,0.506044474,0.033277867,0.249408641,0.000387489,0.076366854,0.100611411,0.12315928,0.240886195,0.149752432,0.073706639,0.00470437,0.353753811,0.322574383,0.136245686,0.085023553,0.0384773
DB_05_A_022,,,,,,,4.158190016,4.210658352,4.668392512,4.84005522,5.019045146,5.081617852,5.266013306,5.324345896,5.596221638,5.60848326,5.789456866,5.880892116,5.936422758,6.187916188,6.338675868,6.360632726,6.517045894,6.525178982,6.720187124,6.73161808,0.655676308,0.001040187,0.076666276,0.00225386,0.604616823,0.066484669,0.262844179,0.036667683,0.052462018,0.019696094,0.038635251,0.033989911,0.011639496,0.109947165,0.264056602,0.031163707,0.050278685,0.049678248,0.025142702,0.023737888
DB_05_A_023,,,,,,,4.670252212,4.934193234,5.00048534,5.052457756,5.313956372,5.628406846,5.89766661,5.94626677,6.080586702,6.215600922,6.28262451,6.53008859,6.533423652,6.564021916,6.725753826,6.811622374,6.927084948,6.975437148,7.111046472,7.122130284,0.355399919,0.176187817,0.074931676,0.603035205,0.0327516,0.247899496,0.051891508,0.054164712,0.016402668,0.509057571,0.082225415,0.009473246,0.021492363,0.083160349,0.220536035,0.026601517,0.025539283,0.088744237,0.022050471,0.143878682
DB_05_A_024,,,,,,,4.925279072,4.961134088,5.097040964,5.214685586,5.340351714,5.390935554,5.599209556,5.755449152,5.948597594,5.970616442,5.999900518,6.32341393,6.338799848,6.540887248,6.597880854,6.60949778,6.612696464,6.622218128,6.691225396,6.78499147,0.336555882,0.065396393,0.135331138,0.023190467,0.00737103,0.04905935,0.002775332,0.636978096,0.028996302,0.102222054,0.077676467,0.066337011,0.026404301,0.138391272,0.027549598,0.055347068,0.021040124,0.018064491,0.028310354,0.006194911
DB_05_A_025,,,,,,,4.806605416,5.040084552,5.055482868,5.227976242,5.643247252,5.670684026,5.805313908,5.815492666,5.909915834,6.290720404,6.375820276,6.51297935,6.565137736,6.63429378,6.73546146,6.747090784,6.757145562,6.87264533,6.907930038,6.982268446,0.153609548,0.337954595,0.09926877,0.683587965,0.285766725,0.000744899,0.141835904,0.556574469,0.113519335,0.005334212,0.167793697,0.029188097,0.058081705,0.131542615,0.223864534,0.077893131,0.005668614,0.146381998,0.066809552,0.057285912
DB_05_A_026,,,,,,,4.172286542,4.724270298,4.853048324,4.973494894,5.044361862,5.132734806,5.165403536,5.428439504,5.668650754,5.87051499,5.876081692,5.879925072,5.937687354,6.115834216,6.193346512,6.307333724,6.333989424,6.435467054,6.695899442,6.745355064,3.03E-07,1.71E-05,0.07022702,0.101331046,1.149612081,0.627916708,0.231089644,0.095231943,0.616665569,0.006056343,0.03029899,0.086590686,0.211615826,0.023326975,0.070975404,0.00320895,0.057854745,0.079494443,0.041275933,0.133897907
DB_05_A_027,,,,,,,3.889215406,4.179204626,4.478120406,4.673512886,4.766820234,5.03829924,5.070484448,5.198010276,5.210085928,5.319510676,5.538645326,5.559771518,5.762007694,5.774232122,5.77771596,5.894492722,5.915420546,5.95128796,5.9745962,6.351693768,0.407216806,0.0001217,0.003395976,0.03522568,0.000150461,0.320297842,0.424423559,0.00857686,0.003492639,0.053943894,0.003563966,0.013076821,0.892666999,0.417123551,0.117239168,0.056787329,0.19890113,0.832495371,0.013008879,0.014679422
DB_05_A_028,,,,,,,3.388856922,3.407069584,3.803570022,4.33055941,4.575928228,4.620251078,4.845535136,5.060169312,5.071563074,5.203329018,5.43063395,5.494074516,5.787460788,5.835949366,5.918854792,5.947246212,6.04346709,6.17395604,6.40282312,6.416262552,0.088687467,0.186569316,0.001148483,0.020796286,0.025239225,0.037005315,0.007541544,0.687760718,0.059585917,0.056883509,0.253167567,0.083179125,0.047953813,0.22299718,0.085329524,0.660494036,0.021702164,0.1615172,0.075576116,0.083664583
DB_05_A_029,,,,,,,4.849254536,4.903396602,5.061446306,5.820935388,5.883570084,5.990143292,6.284447016,6.550966822,6.61997409,6.671574566,6.734915948,6.84239421,6.9224233,6.930878736,7.008998534,7.310009576,7.315638268,7.372247536,7.458165676,7.568061548,0.067403077,0.638577796,0.670339557,0.060276062,0.078892599,0.035570086,0.013778971,0.016244363,0.071583838,0.00160721,0.006754443,0.018487805,0.038052549,0.069630476,0.113500092,0.151304012,0.054690495,0.036674994,0.016396926,0.029569502
DB_05_A_030,,,,,,,5.027773338,5.056263942,5.127416064,5.5989368,5.672915666,5.893711648,6.073296678,6.495089036,6.514975428,6.54236261,6.633339134,6.76825417,6.903553544,6.94963691,6.989322908,7.006394954,7.206721838,7.363370568,7.417487838,7.440275362,0.522836243,0.166104532,0.151665384,0.001307287,0.307550746,0.113487173,0.042324701,0.055858269,0.188406413,0.032682899,0.039153084,0.036165758,0.122634831,0.142698192,0.447376517,0.19231234,0.266801218,0.127239729,0.022400295,0.068527471
DB_05_A_031,,,,,,,4.886460934,5.056635882,5.306926706,5.506150168,5.532867858,5.588113346,5.900381772,5.919598672,6.217497816,6.227416216,6.275384078,6.386110616,6.408761762,6.495547762,6.543342052,6.550942026,6.711124186,6.750438244,6.799224374,6.889519008,0.007851482,0.463469108,1.27357851,0.00031678,0.028393509,0.000359621,0.070341249,0.009420859,0.024886481,0.010919063,0.026756107,0.073768292,0.008824098,0.021204058,0.033538707,0.018912859,0.054585653,0.067288386,0.138926317,0.065460688
DB_05_A_032,,,,,,,4.408257676,5.00370882,5.061260336,5.0887591,5.092937226,5.669444226,5.884785088,5.911205226,5.923553634,6.07805751,6.173050986,6.299436198,6.529381904,6.550098962,6.574374246,6.648712654,6.674364116,6.870562466,6.893201214,6.922572076,0.21954612,0.215353023,0.502330322,0.008226898,0.03580171,0.242784824,0.226257618,0.056033904,0.083307136,0.334140166,0.367579734,0.273955859,0.026563106,0.142003105,0.234989516,0.009825861,0.09063181,0.017327372,0.020034083,0.013597285
DB_05_A_033,,,,,,,5.037666942,5.103128382,5.344802596,5.503521792,5.799734808,5.911031654,6.309106638,6.583511572,6.627586462,6.821590366,6.91089316,6.92645265,6.938590292,7.058404564,7.094024018,7.129321124,7.216107124,7.297946322,7.345269488,7.421033666,0.000711992,0.630602664,0.003816841,0.969908921,0.010231308,0.077119896,0.070563869,0.028502471,0.009304777,0.007550787,0.38463564,0.018297565,0.036149768,0.450790309,0.12815051,0.002112019,0.134477271,0.040806845,0.105458736,0.006834435
DB_05_A_034,,,,,,,3.909870474,4.18010968,5.03662551,5.208808934,5.356134368,5.393142398,5.430125632,5.502877096,5.575331008,5.601899922,5.612686182,5.699025854,5.762379634,5.787002062,5.879652316,5.976443502,5.978402386,5.985171694,6.36686892,6.413844942,0.37121734,0.000544566,0.618677214,0.010682381,0.002031518,0.046284625,0.000428235,0.005715287,0.016727589,0.001025351,0.030111538,0.134912034,1.010088853,0.014987189,0.074520896,0.163070657,1.075097855,0.1469033,0.001841258,0.01335459
DB_05_A_035,,,,,,,4.933796498,5.025826852,5.270488984,5.290238998,5.501277754,5.85706316,6.121896838,6.232003476,6.297737672,6.545077772,6.549900594,6.593169614,6.706970856,6.742912658,6.7662085,6.833418058,6.93798279,7.085196642,7.117270268,7.215859164,0.038456041,0.746649736,0.867657689,0.119213392,0.01372252,0.068008553,0.074621685,0.01513966,0.032989252,0.025634692,0.048138295,0.031645816,0.078344888,0.021490251,0.007027048,0.077702171,0.011389799,0.62531786,0.420225103,0.055584606
DB_05_A_036,,,,,,,5.054119088,5.190596272,5.43224569,5.769124146,5.863832468,5.88384284,6.161198498,6.334782896,6.391578134,6.479331178,6.50244105,6.62431339,6.74661966,6.759538376,6.798368912,6.869099502,7.040241494,7.164841394,7.240506388,7.24811876,0.54318634,0.021202036,0.003898523,0.123659523,0.064107776,0.08325421,0.0467175,0.062206906,0.12709892,0.099051416,0.015777852,0.018408192,0.094384961,0.00087264,0.024771569,0.027613167,0.447974947,0.311781624,0.334899943,0.194920753
DB_05_A_037,,,,,,,5.041485526,5.055879604,5.380198886,5.694562574,5.88613647,6.08258278,6.291352702,6.548896356,6.567766112,6.787694234,6.856986656,6.890919982,6.958836226,6.978871394,6.998596612,7.18253334,7.219268614,7.219900912,7.431770334,7.4716547,0.274714052,0.374154107,0.021823043,0.507162022,0.076930733,0.006522424,0.109610261,0.163565914,0.011638177,0.067682584,0.255371321,0.039415163,0.069844801,0.187846253,0.035581873,0.105967183,0.104592778,0.026787483,0.048175291,0.068329782
DB_05_A_038,,,,,,,4.862693968,4.971883154,5.077154572,5.264575138,5.569441958,5.861923176,5.897902172,6.000830368,6.178940036,6.368431068,6.368629436,6.472103144,6.58197422,6.644038608,6.703487018,6.765613396,6.867177812,7.042671502,7.120134206,7.283713418,0.328827152,0.009935016,0.505215295,0.238585679,0.482357279,0.136509986,0.058557774,0.029580582,0.645161893,0.055679855,0.071386578,0.069212082,0.007361762,0.208622035,0.132216905,0.059122561,0.011563042,0.195143204,0.142000184,0.041213239
DB_05_A_039,,,,,,,4.475454836,4.981962728,5.08330398,5.353605176,5.885033048,6.080214762,6.154193628,6.191102474,6.275818008,6.523988774,6.545040578,6.61402305,6.715897416,6.74042066,6.82255741,6.99011638,7.094929072,7.165684458,7.26181855,7.315923422,0.147657689,0.02833038,0.679885375,0.657081973,0.046766163,0.436143,0.000270441,0.022584298,0.073145749,0.020554292,0.008892747,0.353768832,0.006988093,0.045536963,0.20435583,0.226885264,0.008275755,0.023051228,0.04547677,0.233245088
DB_05_A_040,,,,,,,4.658325336,4.909347642,4.988595658,5.051850254,5.67673425,5.883458502,6.200710924,6.394690032,6.520083404,6.522178666,6.567195804,6.665499546,6.69256438,6.727935874,6.851928272,6.878918718,6.981958496,7.02755834,7.076753604,7.239055822,0.000301669,0.158163194,0.066634427,0.742959055,1.468523898,0.148890143,0.059985433,0.013053565,0.035494779,0.277973477,0.282389922,0.108487336,0.077540367,0.455202983,0.005362959,0.019257614,0.160256347,0.039388712,0.041420512,0.030099947
DB_05_A_041,,,,,,,4.063853634,4.178473144,4.865396732,5.038956334,5.086515062,5.22116974,5.376070352,5.413946242,5.870453,5.889682298,6.134939534,6.169467964,6.481575216,6.575862006,6.738821318,6.825185786,6.844365492,6.855188946,6.893982288,6.97666455,0.205646824,0.004587051,0.032080886,0.19411722,1.397888885,9.88E-05,0.036132253,4.19E-05,0.000894427,0.08315616,0.083439282,0.006525521,0.007368611,0.009726693,0.000455574,0.000507614,0.019494747,0.050501204,0.158828506,0.065253035
DB_05_A_042,,,,,,,4.117103044,4.25865101,4.51919498,4.803989438,4.99162077,5.073187212,5.119530936,5.398312364,5.476171804,5.612710978,5.901906726,6.076334188,6.148217792,6.275917192,6.475115858,6.586276326,6.698912156,6.8077418,6.967973552,6.995298744,0.301853279,0.168148281,0.057759672,0.004047934,0.032762675,0.677932597,0.201956079,0.018458667,0.026819239,0.018222263,0.084949174,0.358693632,0.007753582,0.046505549,0.081774248,0.037791523,0.03228446,0.011792692,0.140500936,0.062565777
DB_05_A_043,,,,,,,4.247207656,5.033129274,5.054218272,5.122320486,5.298334892,5.788167474,5.878610884,6.045463168,6.063105522,6.270747226,6.276884236,6.2944646,6.60869191,6.622614864,6.652357666,6.71122337,6.714174094,6.883047252,6.919646148,6.989360102,0.013375962,0.633837189,0.074593943,0.16558758,0.262128242,0.585154119,0.060388342,0.17340846,0.171012137,0.020107324,0.038616476,0.050762086,0.128702668,0.058547979,0.019786481,0.007702218,0.077414485,0.028386566,0.055823392,0.071658112
DB_05_A_044,,,,,,,4.847593204,4.959150408,5.09440019,5.391853006,5.89128164,5.892633022,5.998611126,6.161347274,6.447183164,6.500568952,6.530485326,6.559310676,6.645166826,6.645414786,6.85392435,6.86061927,6.919770128,6.961129856,7.093317332,7.114741076,0.068456321,0.642734737,0.512379317,0.043497997,0.058833685,0.06396166,0.041541996,0.047743179,0.007183584,0.08040069,0.005886695,0.003038445,0.010546079,0.019236724,0.026874094,0.295718448,0.033051882,0.334378429,0.099371287,0.033818963
DB_05_A_045,,,,,,,3.989031704,4.161103546,4.949517162,5.052395766,5.241018938,5.632002266,5.687793266,5.834734362,5.876428836,5.92853763,6.152606684,6.27010253,6.367786372,6.422870686,6.519562688,6.525774086,6.56579483,6.673335082,6.820028218,6.865652858,0.111455991,8.63E-05,0.150228734,0.994768554,1.527347954,0.745408666,0.020811099,0.00083992,0.249452881,0.01684037,0.001602643,0.780772054,0.003639653,0.464576957,0.036293159,0.027350437,0.036959078,0.027127437,0.008681456,0.000634423
DB_05_A_046,,,,,,,5.018611216,5.069653782,5.280853712,5.508146246,5.513725346,5.529917134,5.550423426,5.891628784,6.237632168,6.277801688,6.280802004,6.398062288,6.536758714,6.558839552,6.575886802,6.662412444,6.725208314,6.816147644,6.840150172,6.855647672,0.098575375,0.588693227,0.006902687,0.006873377,0.007194219,0.028070672,0.705887803,0.111889867,0.279995192,0.160448576,0.155784439,0.158026756,0.136046704,0.011672217,0.101930199,0.039459506,0.063600193,0.029081764,0.192759915,0.061868911
DB_05_A_047,,,,,,,4.837526028,5.042378182,5.109327382,5.877433074,6.074189334,6.553595198,6.762650274,6.775779756,6.826735536,6.937400084,7.037117198,7.037935466,7.061702432,7.456268782,7.643652154,7.64975197,7.68936358,7.776868664,7.886330606,7.954978332,0.003958176,0.270865837,1.222717705,0.081698033,0.031960351,0.010825887,0.081516034,0.025507995,0.008298492,0.011160254,0.020275293,0.040285041,0.074432202,0.088219367,0.010487425,0.274182756,0.004015442,0.209627176,0.138927941,0.008079054
DB_05_A_048,,,,,,,4.826776962,4.921782836,5.044597424,5.068327196,5.326329576,5.84832257,5.896835944,5.909915834,6.128715738,6.34585431,6.485654158,6.537614176,6.715426292,6.800687338,6.834484286,6.929651334,7.055429044,7.071186902,7.150707674,7.39391924,0.053010915,0.615389657,0.009457144,0.652545227,0.055189956,0.302394552,0.080272945,0.072491716,0.377487061,0.09770162,0.004886126,0.027212958,0.275009497,0.090149224,0.102695907,0.008285031,0.024710134,0.060947117,0.082254303,0.076826321
DB_05_A_049,,,,,,,4.935755382,5.042774918,5.112265708,5.283643262,5.29190033,5.869845498,6.148825294,6.175419004,6.342370472,6.527621388,6.53802331,6.625714364,6.70409452,6.854693026,6.865318112,6.92781643,6.948496294,6.997443598,7.082444286,7.1338092,0.018923596,0.658603769,0.009933151,0.159684362,0.702098132,0.10495503,0.08830659,0.017830566,0.030318173,0.016405915,0.054710659,0.052800551,0.0220122,0.052808387,0.02323024,0.034688157,0.251234757,0.566582096,0.017197297,0.178487581
DB_05_A_050,,,,,,,4.778288384,5.025814454,5.070893582,5.112984792,5.501203366,5.614955016,5.909829048,6.089228108,6.387424804,6.56325324,6.614791726,6.706276568,6.74339618,6.810320584,6.876823456,6.922758046,7.053246996,7.355163092,7.362329136,7.382909816,0.009732496,0.069865586,0.24855139,0.417381437,0.5634145,0.239533002,0.081049705,0.032761831,0.021966626,0.005872918,0.109439894,0.004539391,0.004105023,0.012445052,0.041081077,0.02014812,0.021390683,0.03861938,0.346363505,0.011865621
DB_05_A_051,,,,,,,5.00253101,5.075158494,5.345633262,5.586687576,5.885305804,6.29440261,6.607960428,6.687741558,6.76825417,6.831496368,6.880778418,6.905450438,7.148079298,7.175503674,7.18612876,7.29070589,7.363990468,7.432762174,7.512282946,7.657736282,0.007789068,0.627635394,0.092482575,0.73352686,0.076325598,0.065373594,0.015463062,0.013733765,0.024970612,0.024619679,0.095991054,0.321292929,0.023673845,0.33745481,0.214874876,0.045293571,0.016963054,0.020919235,0.064911809,0.011472136
DB_05_A_052,,,,,,,5.029298292,5.072319352,5.122122118,5.485829846,5.59348168,5.904931838,6.105841428,6.460312646,6.502292274,6.5139092,6.6434683,6.703995336,6.845791262,6.859267888,6.965952678,6.998844572,7.014304878,7.149666242,7.260380382,7.324998758,3.11E-05,0.78787562,0.121943123,0.652373057,0.000130025,0.075381927,0.04530032,0.028491829,0.05816083,0.163068264,0.167469142,0.201545557,0.253771887,0.038996131,0.039579151,0.370651522,0.185488104,0.100758293,0.167561125,0.186296047
DB_05_A_053,,,,,,,5.006882708,5.057664916,5.241837206,5.60724346,5.879119202,5.957660532,5.99548683,6.291166732,6.577734104,6.628144372,6.729126082,6.77203556,6.846807898,6.936259468,6.938019984,7.054536388,7.13765258,7.257826394,7.266443004,7.38276104,0.006547927,0.606134963,0.030755215,0.672071474,0.058173308,0.037160464,0.309513042,0.033274112,0.061592669,0.063215855,0.070315046,0.065132338,0.056477686,0.325176277,0.034821966,0.051784287,0.127785788,0.014947065,0.030483375,0.03027451
DB_05_A_054,,,,,,,5.049345858,5.182661552,5.513217028,5.896538392,6.18058897,6.276698266,6.464788324,6.526703936,6.668661036,6.67743882,6.778135376,6.886369916,6.91070719,6.965109614,6.975660312,7.068707302,7.139859424,7.18563284,7.250771932,7.305930634,0.622917221,0.036828622,0.000310529,0.073929431,0.255658333,0.002882502,0.142340797,0.077855975,0.035498692,0.000992397,0.006662899,0.169250013,0.23453742,0.040974624,0.094078959,0.045739152,0.114878968,0.150370147,0.059603999,0.163397432
DB_05_A_055,,,,,,,4.907227584,4.976842354,5.10072317,5.376033158,5.511927636,5.881437628,6.185647354,6.233007714,6.430061526,6.630933922,6.63299199,6.644075802,6.773622504,6.860668862,6.895346068,7.023578582,7.120468952,7.2348529,7.301417762,7.426637562,0.045907252,0.206956812,0.496542953,0.002692797,0.176009178,0.073540475,0.693375571,0.011315393,0.174245894,0.067538886,0.020301808,0.03509239,0.001386658,0.002789278,0.331671684,0.170634847,0.125838333,0.03223169,0.099393255,0.07557871
DB_05_A_056,,,,,,,4.391111242,4.998700028,5.100698374,5.173821778,5.930806464,5.931413966,6.147039982,6.218663228,6.424730386,6.55401673,6.635335212,6.770163462,6.804344748,6.808832824,6.906975392,6.991331384,7.043043442,7.103074558,7.29566509,7.358051826,0.16211128,0.008919958,0.681629931,0.403045187,0.099685773,0.057429038,0.01242388,0.460715611,0.153803554,0.173101256,0.27823751,0.045312588,0.039669309,0.005255505,0.013515845,0.17619646,0.037121539,0.076633218,0.014839471,0.032064718
DB_05_A_057,,,,,,,4.171096334,4.657159924,4.7515335,4.859358906,4.93768947,5.035162546,5.363473984,5.596754752,5.853356158,6.145601814,6.22745341,6.349858864,6.35862425,6.493402908,6.690531108,6.81195712,6.838092104,6.92694857,7.09884684,7.155468506,1.40E-05,0.023562548,0.012630619,0.039553422,0.006806746,0.62341627,0.171333939,0.86404105,0.132478758,0.034152364,0.064524941,0.012488136,0.013269991,0.060311619,0.005396844,0.02862756,0.130409596,0.099106104,0.022301881,0.237939793
DB_05_A_058,,,,,,,4.08216548,4.461841832,4.7366559,4.73764774,4.836422606,4.930163884,5.046407532,5.335454504,5.445176804,5.50874135,5.619480286,5.693087212,5.750899086,5.858439338,6.245591684,6.400740256,6.42978877,6.46797461,6.600434842,6.726609288,0.079017593,0.034034074,0.109546479,0.122039232,0.227525449,0.067968367,0.402481813,0.015519166,0.025599927,0.004613567,0.072649834,0.009978601,0.038207208,0.09285985,0.225595915,0.135325953,0.177287811,0.480214433,0.023041171,0.112118534
DB_05_A_059,,,,,,,5.006907504,5.046717482,5.260496196,5.58015383,5.874742708,6.284521404,6.332501664,6.401248574,6.513797618,6.596182328,6.86551648,6.870822824,6.886642672,6.991058628,6.994864814,7.03660888,7.037712302,7.190306886,7.20292805,7.4022259,0.004093849,0.594415666,0.043048159,0.629204303,0.110288142,0.067405945,0.263212747,0.02440316,0.022169487,0.054147776,0.015788086,0.326081124,0.137321856,0.004348924,0.60382332,0.024319869,0.029617454,0.033787827,0.007508656,0.028008574
DB_05_A_060,,,,,,,4.926605658,5.095280448,5.306976298,5.614025166,5.86784942,6.14649447,6.49834971,6.551437946,6.567828102,6.678381068,6.82063572,6.981214616,7.07076537,7.112992958,7.218127998,7.221376274,7.235981118,7.285635108,7.459851804,7.510720798,0.052086814,0.558475126,0.100462041,0.558132834,0.08485913,0.031381248,0.009482852,0.00262341,0.022798929,0.02601132,0.061827333,0.122975735,0.084321026,0.024835059,0.286362771,0.06886431,0.14923976,0.009452555,0.012876325,0.026819898
DB_05_A_061,,,,,,,4.208835846,4.880075964,4.945277046,5.08789124,5.577463464,5.62354683,5.645503688,5.914180746,5.950506886,6.500903698,6.520120598,6.543949554,6.624387778,6.808783232,6.87438105,6.912343726,6.946884554,7.015991006,7.067207144,7.091928756,0.16756934,0.047931479,0.388305884,0.652837796,0.311451008,0.147527283,0.017212977,0.104904446,0.551123692,0.019409847,0.226038403,0.019522981,0.046402614,0.094063086,0.026459884,0.061236811,0.021936387,0.032584702,0.017141729,0.094420099
DB_05_A_062,,,,,,,4.741838264,4.955678968,4.97265183,5.060330486,5.301161636,5.3336196,5.86846932,5.988903492,6.116664882,6.118016264,6.298345174,6.541383168,6.583784328,6.590665218,6.652122104,6.725431478,6.784582336,6.86080524,6.943152756,6.956133462,0.004293319,0.087566102,0.018821413,0.651015456,0.502432829,0.502043688,0.101398476,0.010424081,0.013394836,0.017206523,0.040984007,0.087392504,0.011769809,0.019326197,0.007133356,0.002688651,0.007652496,0.037942747,0.127031066,0.017811399
DB_05_A_063,,,,,,,4.594066502,4.845039216,4.98616565,5.096334278,5.218516568,5.348980722,5.817116804,5.906692354,5.91180033,6.080921448,6.17122848,6.492981376,6.55835603,6.559124706,6.69461005,6.70973561,6.761782414,6.795690944,6.868814348,7.005626278,0.985714389,0.021430365,0.08282685,0.482547721,0.039600474,1.11572295,0.207501654,0.123460104,0.068114257,0.130343938,0.120365545,0.029809772,0.097239616,0.032229294,0.034764379,0.003667759,0.191302628,0.333175432,0.000557356,0.074382899
DB_05_A_064,,,,,,,4.954587944,5.088659916,5.167945126,5.304595882,5.900530548,6.064692466,6.508788826,6.580771614,6.714236084,6.804729086,6.862553358,6.879104688,7.046440494,7.059284822,7.093503302,7.173705964,7.360357854,7.425186996,7.46694346,7.512679682,0.073272495,0.549774796,0.068032855,0.742918962,0.095555557,0.038645533,0.230979176,0.099036807,0.04905666,0.232052483,0.500808526,0.017848429,0.129896366,0.058587981,0.094224053,0.428678972,0.029182507,0.103450659,0.007450061,0.019118505
DB_05_A_065,,,,,,,5.012065072,5.03210024,5.198964922,5.21676845,5.492524766,5.537579098,5.618414058,5.707865628,5.86685758,5.874160002,6.132819476,6.288042436,6.539734234,6.572638526,6.587950056,6.666974908,6.850304134,6.86564046,6.955178816,7.015383504,0.016091447,0.642519787,0.126990393,0.128676368,0.752775779,0.003974463,0.055982399,0.030388695,0.012902578,0.083800554,0.012298176,0.039686494,0.14908508,0.009006189,0.009331208,0.011056604,0.021437499,0.045830069,0.096834159,0.181206791
DB_05_A_066,,,,,,,4.695655714,4.94878568,4.972441064,5.00476265,5.09650785,5.882702224,5.895782114,6.124277254,6.454014462,6.545511702,6.570840816,6.662486832,6.66479286,6.819259542,6.928324748,6.968209114,7.007870316,7.014924778,7.082704644,7.096999538,1.37400931,0.000338453,0.015589233,0.206487957,0.395947658,0.01917092,0.073077195,0.056142164,0.120819046,0.260463693,0.078552162,0.007181172,0.003117591,0.240787184,0.028450455,0.225304431,0.068078036,0.002922965,0.071352033,0.121953436
DB_05_A_067,,,,,,,5.007874548,5.066455098,5.183207064,5.570433798,5.88440075,6.252150226,6.333431514,6.355847098,6.59474416,6.639711706,6.751504472,6.848146882,6.867202608,6.882972864,7.115658528,7.168969928,7.18271931,7.23286922,7.312241216,7.340595442,0.005724195,0.610094079,0.026841241,0.636861428,0.05876774,0.43889922,0.128498567,0.093104793,0.039663186,0.1888426,0.060961805,0.017050298,0.077900318,0.252698184,0.13406937,0.006146861,0.240414218,0.035652946,0.069205343,0.019443218
DB_05_A_068,,,,,,,4.133480802,4.711227602,4.733965534,5.022194238,5.050771628,5.254136022,5.33814487,5.414429764,5.54240192,5.543802894,5.881462424,6.111420528,6.250092158,6.329774104,6.55699225,6.584503412,6.70099502,6.79627365,6.816122848,6.845605292,0.01911439,0.089320316,0.154949059,0.003596273,0.609787265,0.002389121,0.004307936,0.026680709,0.903371652,0.081128062,0.087243515,0.087816162,0.019744811,0.078265281,0.372910898,0.046587848,0.045934151,0.016113121,0.007562315,0.006362801
DB_05_A_069,,,,,,,4.677554634,4.981032878,5.05671027,5.46900576,5.82110896,5.961925444,6.122268778,6.294910928,6.322508876,6.333902638,6.445174688,6.51868243,6.626532632,6.90178063,6.96005123,6.990265156,7.093292536,7.211867008,7.26838949,7.404755092,0.034355494,0.288172092,0.994577798,0.000146006,0.059036917,0.016800665,0.104987697,0.002038938,0.040391046,0.156565878,0.031680027,0.009432958,0.060515825,0.052741255,0.353088025,0.037867022,0.026752474,0.000612592,0.043910682,0.003136668
DB_05_A_070,,,,,,,5.017582182,5.096557442,5.360932394,5.51754393,5.901113254,6.31163583,6.565757636,6.61668862,6.664408522,6.843026508,6.851791894,6.980371552,7.092474268,7.10783539,7.148513228,7.159485458,7.190232498,7.210391646,7.241845372,7.353216606,0.056965752,0.562701572,0.008674851,0.908118286,0.108012652,0.062104161,0.017815513,0.042221688,0.042900788,0.049439936,0.057028155,0.385196499,0.816951652,0.000275878,0.002835732,0.009347299,0.0807926,0.101107588,0.039420816,0.028748809
DB_05_A_071,,,,,,,4.944111634,4.96868447,5.057900478,5.09973133,5.900964478,5.969748582,6.215352962,6.217770572,6.340052046,6.396698508,6.458576926,6.561356346,6.690059984,6.80780379,6.871541908,6.917476498,7.027645126,7.067120358,7.068756894,7.326808866,0.406445663,0.070938033,0.626738452,0.26287457,0.080478411,0.46541129,0.03150396,0.127650735,0.021137824,0.64091027,0.031341483,0.022827966,0.01256889,0.161764083,0.054643375,0.011049979,0.079995696,0.039714346,0.032993715,0.092651903
DB_05_A_072,,,,,,,5.081890608,5.118439912,5.350443686,5.457054088,5.713965444,5.718155968,5.801606906,5.870217438,5.940402516,6.191858752,6.285575234,6.407769922,6.436830834,6.487588246,6.582804886,6.637913996,6.718426608,6.720261512,6.74364414,6.835463728,0.144230406,0.438142862,0.001726593,0.000187131,0.050831142,0.153278737,0.013693945,0.099708352,0.081510959,0.067631017,0.017464511,0.074062847,0.180308514,0.004818569,0.04463777,0.010270441,0.012451437,0.057214855,0.041935978,0.003927739
DB_05_A_074,,,,,,,4.111970272,4.419031538,5.002431826,5.069405822,5.365036132,5.416388648,5.757147678,5.817897878,5.890760924,6.278508374,6.435566238,6.506433206,6.542288222,6.636661798,6.743321792,6.781259672,6.838216084,6.855213742,7.072153946,7.193121232,0.000256895,0.060955255,0.101219653,0.567501358,0.656524353,0.01071358,0.810071896,0.000236304,0.126528503,0.087479504,0.189573239,0.063200877,0.076769245,0.005406571,0.238658105,0.004578295,0.014902958,0.00081394,0.082871492,0.07480643
